round,accuracy,auc,method,dataset,noise_type,alpha,noise_rate,noisy_fraction,seed,feature_set
14,0.9298245614035088,0.9914021164021164,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
15,0.9210526315789472,0.99239417989418,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
16,0.9210526315789472,0.9937169312169312,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
17,0.9210526315789472,0.9943783068783068,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
18,0.9298245614035088,0.9950396825396826,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
19,0.9298245614035088,0.9953703703703703,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
20,0.9298245614035088,0.9953703703703703,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
21,0.9298245614035088,0.9950396825396826,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
22,0.9473684210526316,0.9953703703703703,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
23,0.9473684210526316,0.995701058201058,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
24,0.9473684210526316,0.995701058201058,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
25,0.9473684210526316,0.9963624338624338,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
26,0.956140350877193,0.9963624338624338,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
27,0.9649122807017544,0.9966931216931216,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
28,0.9649122807017544,0.9970238095238096,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
29,0.9649122807017544,0.9970238095238096,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
30,0.9649122807017544,0.9970238095238096,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
31,0.9649122807017544,0.9970238095238096,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
32,0.9649122807017544,0.9973544973544972,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
33,0.9649122807017544,0.9973544973544972,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
34,0.9649122807017544,0.9973544973544972,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
35,0.9649122807017544,0.9970238095238096,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
36,0.9649122807017544,0.9966931216931216,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
37,0.9649122807017544,0.9970238095238096,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
38,0.9649122807017544,0.9970238095238096,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
39,0.9649122807017544,0.9973544973544974,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
40,0.9649122807017544,0.9973544973544972,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
41,0.9649122807017544,0.9970238095238094,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
42,0.9649122807017544,0.9966931216931216,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
43,0.9649122807017544,0.9966931216931216,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
44,0.9649122807017544,0.9966931216931216,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
45,0.9649122807017544,0.9966931216931216,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
46,0.9649122807017544,0.9966931216931216,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
47,0.9649122807017544,0.9966931216931216,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
48,0.9649122807017544,0.9966931216931216,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
49,0.9649122807017544,0.9966931216931216,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
50,0.9649122807017544,0.9966931216931216,coord_median,breast_cancer,symmetric,0.5,0.1,0.2,456,original
1,0.7456140350877193,0.8720238095238096,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
2,0.9035087719298246,0.9629629629629628,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
3,0.9210526315789472,0.984457671957672,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
4,0.9210526315789472,0.9871031746031744,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
5,0.9210526315789472,0.9877645502645502,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
6,0.9210526315789472,0.990079365079365,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
7,0.9210526315789472,0.9910714285714286,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
8,0.9385964912280702,0.9927248677248678,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
9,0.9473684210526316,0.9940476190476192,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
10,0.956140350877193,0.9953703703703703,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
11,0.956140350877193,0.9953703703703703,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
12,0.9649122807017544,0.9957010582010584,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
13,0.9649122807017544,0.996031746031746,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
14,0.9649122807017544,0.996362433862434,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
15,0.9649122807017544,0.9966931216931216,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
16,0.9649122807017544,0.9970238095238096,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
17,0.9649122807017544,0.9970238095238096,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
18,0.9736842105263158,0.9970238095238096,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
19,0.9736842105263158,0.9973544973544974,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
20,0.9736842105263158,0.9973544973544974,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
21,0.9736842105263158,0.9973544973544974,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
22,0.9736842105263158,0.9976851851851852,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
23,0.9736842105263158,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
24,0.9824561403508772,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
25,0.9824561403508772,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
26,0.9824561403508772,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
27,0.9824561403508772,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
28,0.9824561403508772,0.9986772486772486,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
29,0.9824561403508772,0.9986772486772486,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
30,0.9824561403508772,0.9986772486772486,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
31,0.9824561403508772,0.9986772486772486,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
32,0.9824561403508772,0.9990079365079364,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
33,0.9824561403508772,0.9990079365079364,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
34,0.9824561403508772,0.9990079365079364,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
35,0.9824561403508772,0.9986772486772486,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
36,0.9824561403508772,0.9986772486772486,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
37,0.9824561403508772,0.9986772486772486,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
38,0.9824561403508772,0.9986772486772486,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
39,0.9824561403508772,0.9983465608465608,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
40,0.9824561403508772,0.9983465608465608,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
41,0.9824561403508772,0.9983465608465608,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
42,0.9824561403508772,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
43,0.9824561403508772,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
44,0.9824561403508772,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
45,0.9824561403508772,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
46,0.9824561403508772,0.9976851851851852,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
47,0.9824561403508772,0.9973544973544974,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
48,0.9824561403508772,0.9973544973544972,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
49,0.9824561403508772,0.9973544973544972,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
50,0.9824561403508772,0.9973544973544972,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,42,original
1,0.8421052631578947,0.9613095238095238,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
2,0.8947368421052632,0.9828042328042328,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
3,0.9298245614035088,0.9867724867724867,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
4,0.9649122807017544,0.992063492063492,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
5,0.9649122807017544,0.9937169312169312,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
6,0.9649122807017544,0.9947089947089948,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
7,0.9649122807017544,0.9950396825396824,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
8,0.956140350877193,0.996031746031746,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
9,0.956140350877193,0.9963624338624338,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
10,0.956140350877193,0.9970238095238096,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
11,0.956140350877193,0.9973544973544974,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
12,0.9649122807017544,0.9973544973544974,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
13,0.9649122807017544,0.9976851851851852,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
14,0.9649122807017544,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
15,0.9649122807017544,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
16,0.9649122807017544,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
17,0.9649122807017544,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
18,0.9736842105263158,0.9983465608465608,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
19,0.9736842105263158,0.9983465608465608,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
20,0.9736842105263158,0.9986772486772488,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
21,0.9824561403508772,0.9986772486772488,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
22,0.9824561403508772,0.9990079365079364,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
23,0.9824561403508772,0.9990079365079364,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
24,0.9824561403508772,0.9990079365079364,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
25,0.9824561403508772,0.9986772486772486,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
26,0.9824561403508772,0.9986772486772486,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
27,0.9824561403508772,0.9986772486772486,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
28,0.9824561403508772,0.9986772486772486,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
29,0.9824561403508772,0.9986772486772486,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
30,0.9824561403508772,0.9983465608465608,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
31,0.9824561403508772,0.9983465608465608,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
32,0.9824561403508772,0.9983465608465608,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
33,0.9824561403508772,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
34,0.9824561403508772,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
35,0.9824561403508772,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
36,0.9824561403508772,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
37,0.9824561403508772,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
38,0.9824561403508772,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
39,0.9824561403508772,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
40,0.9912280701754386,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
41,0.9912280701754386,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
42,0.9912280701754386,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
43,0.9912280701754386,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
44,0.9912280701754386,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
45,0.9912280701754386,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
46,0.9912280701754386,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
47,0.9912280701754386,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
48,0.9912280701754386,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
49,0.9912280701754386,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
50,0.9912280701754386,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,123,original
1,0.6403508771929824,0.8201058201058201,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
2,0.6842105263157895,0.9193121693121692,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
3,0.7631578947368421,0.9507275132275133,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
4,0.8508771929824561,0.9626322751322752,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
5,0.8859649122807017,0.9722222222222222,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
6,0.8947368421052632,0.976521164021164,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
7,0.912280701754386,0.9801587301587302,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
8,0.912280701754386,0.9834656084656084,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
9,0.912280701754386,0.9854497354497356,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
10,0.9298245614035088,0.9871031746031746,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
11,0.9298245614035088,0.9890873015873016,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
12,0.9385964912280702,0.9914021164021164,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
13,0.9385964912280702,0.9927248677248676,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
14,0.9385964912280702,0.9933862433862434,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
15,0.9385964912280702,0.9943783068783068,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
16,0.9385964912280702,0.9950396825396826,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
17,0.9473684210526316,0.995701058201058,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
18,0.9473684210526316,0.9970238095238096,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
19,0.956140350877193,0.9970238095238096,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
20,0.956140350877193,0.9973544973544972,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
21,0.9736842105263158,0.9973544973544972,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
22,0.9736842105263158,0.9973544973544972,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
23,0.9736842105263158,0.9976851851851852,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
24,0.9736842105263158,0.9976851851851852,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
25,0.9736842105263158,0.9973544973544974,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
26,0.9736842105263158,0.9973544973544974,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
27,0.9736842105263158,0.9973544973544972,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
28,0.9736842105263158,0.9973544973544972,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
29,0.9736842105263158,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
30,0.9736842105263158,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
31,0.9736842105263158,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
32,0.9736842105263158,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
33,0.9736842105263158,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
34,0.9736842105263158,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
35,0.9824561403508772,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
36,0.9824561403508772,0.998015873015873,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
37,0.9824561403508772,0.9976851851851852,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
38,0.9824561403508772,0.9973544973544972,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
39,0.9824561403508772,0.9973544973544972,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
40,0.9824561403508772,0.9973544973544972,coord_median,breast_cancer,symmetric,0.5,0.2,0.2,456,original
